Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Sales,quantity,lag_1_sales,lag_2_sales,rolling_7d_mean,rolling_30d_mean
7655,CA-2016-107685,2016-11-30,2/12/2016,Second Class,JM-15865,John Murray,Consumer,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,1,80.96,40.48,67.46666666666665,67.46666666666665
8807,CA-2017-113082,2017-09-12,16/09/2017,Standard Class,MC-17590,Matt Collister,Corporate,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,1,80.96,80.96,60.71999999999999,60.71999999999999
4814,CA-2017-121370,2017-11-14,19/11/2017,Second Class,EB-14110,Eugene Barchas,Consumer,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,1,40.48,80.96,58.29119999999999,58.29119999999999
6082,US-2015-165589,2015-02-18,18/02/2015,Same Day,TB-21595,Troy Blackwell,Consumer,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,1,,,25.16,25.16
3884,CA-2016-129896,2016-06-15,20/06/2016,Standard Class,PF-19120,Peter Fuller,Consumer,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,1,25.16,,32.708,32.708
4799,US-2017-148901,2017-05-14,19/05/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,1,40.256,25.16,31.869333333333334,31.869333333333334
5547,CA-2018-151008,2018-09-07,8/9/2018,First Class,JM-16195,Justin MacKendrick,Consumer,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,1,30.192,40.256,30.192,30.192
1810,CA-2017-165484,2017-10-23,29/10/2017,Standard Class,HK-14890,Heather Kirkland,Corporate,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156,1,,,16.156,16.156
2055,CA-2017-136434,2017-12-01,7/12/2017,Standard Class,RD-19480,Rick Duston,Consumer,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,1,16.156,,16.732999999999997,16.732999999999997
7589,CA-2018-122945,2018-11-16,22/11/2018,Standard Class,MB-18085,Mick Brown,Consumer,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,1,17.31,16.156,16.92533333333333,16.92533333333333
7343,CA-2015-116190,2015-07-26,1/8/2015,Standard Class,SG-20470,Sheri Gordon,Consumer,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,1,,,25.71,25.71
4631,US-2016-126235,2016-10-15,15/10/2016,Same Day,GA-14725,Guy Armstrong,Consumer,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,1,25.71,,21.425,21.425
7294,CA-2017-113656,2017-01-23,29/01/2017,Standard Class,CB-12415,Christy Brittain,Consumer,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,1,17.14,25.71,34.28,34.28
6667,CA-2018-122175,2018-05-12,14/05/2018,Second Class,CA-12775,Cynthia Arntzen,Consumer,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",42.85,1,59.99,17.14,36.4225,36.4225
9027,CA-2017-102127,2017-06-26,2/7/2017,Standard Class,VP-21760,Victoria Pisteka,Corporate,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,1,,,37.74,37.74
1416,CA-2018-115994,2018-01-28,31/01/2018,Second Class,BT-11305,Beth Thompson,Home Office,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,1,37.74,,37.74,37.74
5735,CA-2018-143574,2018-06-29,2/7/2018,First Class,DR-12880,Dan Reichenbach,Corporate,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,1,37.74,37.74,33.54666666666667,33.54666666666667
3605,CA-2018-112956,2018-08-21,27/08/2018,Standard Class,TH-21550,Tracy Hopkins,Home Office,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,1,25.16,37.74,31.450000000000003,31.450000000000003
6600,CA-2015-154095,2015-12-02,7/12/2015,Standard Class,ON-18715,Odella Nelson,Corporate,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,1,,,60.72,60.72
7295,CA-2016-148964,2016-05-26,31/05/2016,Standard Class,RD-19900,Ruben Dartt,Consumer,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,60.72,,40.48,40.48
3437,US-2016-100531,2016-09-27,29/09/2016,First Class,NM-18520,Neoma Murray,Consumer,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,1,20.24,60.72,35.08266666666666,35.08266666666666
617,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,1,24.288,20.24,36.432,36.432
3438,CA-2018-152583,2018-10-30,30/10/2018,Same Day,RA-19945,Ryan Akin,Consumer,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,1,40.48,24.288,32.384,32.384
1681,CA-2015-122882,2015-09-07,13/09/2015,Standard Class,SB-20290,Sean Braxton,Corporate,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,1,,,42.368,42.368
8219,CA-2015-120775,2015-10-03,7/10/2015,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.776,1,42.368,,37.072,37.072
9214,CA-2015-144071,2015-12-08,15/12/2015,Standard Class,DJ-13420,Denny Joy,Corporate,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,1,31.776,42.368,51.19466666666667,51.19466666666667
3639,CA-2017-145177,2017-11-10,14/11/2017,Standard Class,PP-18955,Paul Prost,Home Office,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,1,79.44,31.776,75.468,75.468
2410,CA-2018-155985,2018-03-23,25/03/2018,First Class,BE-11335,Bill Eplett,Home Office,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,1,148.288,79.44,102.7424,102.7424
2382,CA-2017-118052,2017-05-06,10/5/2017,Standard Class,BE-11455,Brad Eason,Home Office,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,1,,,54.712,54.712
7196,CA-2017-147683,2017-11-13,17/11/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54,1,54.712,,37.126000000000005,37.126000000000005
4528,US-2018-105046,2018-07-17,23/07/2018,Standard Class,BE-11335,Bill Eplett,Home Office,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,1,19.54,54.712,37.77733333333333,37.77733333333333
8348,US-2016-115238,2016-04-30,4/5/2016,Standard Class,JW-15220,Jane Waco,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,,,9.48,9.48
3374,CA-2016-161718,2016-12-04,10/12/2016,Standard Class,SO-20335,Sean O'Donnell,Consumer,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,1,9.48,,18.96,18.96
3702,CA-2017-126543,2017-01-09,13/01/2017,Second Class,MF-17665,Maureen Fritzler,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,1,28.44,9.48,17.696,17.696
9721,CA-2017-119641,2017-09-22,26/09/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,1,15.168,28.44,18.012,18.012
9322,US-2017-111563,2017-11-04,8/11/2017,Standard Class,SM-20005,Sally Matthias,Consumer,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.376,1,18.96,15.168,16.684800000000003,16.684800000000003
6756,CA-2018-124205,2018-09-15,19/09/2018,Standard Class,TC-21145,Theresa Coyne,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",47.4,1,11.376,18.96,21.804000000000002,21.804000000000002
2966,CA-2018-137428,2018-12-16,21/12/2018,Second Class,AY-10555,Andy Yotov,Corporate,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,1,47.4,11.376,21.397714285714283,21.397714285714283
7848,CA-2017-128706,2017-02-27,2/3/2017,Standard Class,DW-13540,Don Weiss,Consumer,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,1,,,16.192,16.192
8545,CA-2017-119074,2017-03-27,31/03/2017,Standard Class,DS-13180,David Smith,Corporate,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,16.192,,18.216,18.216
4348,CA-2017-120355,2017-09-18,25/09/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,60.72,1,20.24,16.192,32.384,32.384
9327,US-2018-130687,2018-09-07,10/9/2018,First Class,PF-19225,Phillip Flathmann,Consumer,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96,1,60.72,20.24,44.528,44.528
8424,CA-2018-150091,2018-10-12,16/10/2018,Standard Class,NP-18670,Nora Paige,Consumer,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,1,80.96,60.72,43.718399999999995,43.718399999999995
7888,CA-2018-118017,2018-12-03,6/12/2018,Second Class,LC-16870,Lena Cacioppo,Consumer,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.192,1,40.48,80.96,39.13066666666666,39.13066666666666
717,CA-2015-130092,2015-01-11,14/01/2015,First Class,SV-20365,Seth Vernon,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,1,,,9.94,9.94
1658,CA-2015-127159,2015-05-12,15/05/2015,First Class,HL-15040,Hunter Lopez,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,1,9.94,,22.365,22.365
7615,CA-2016-113740,2016-08-24,28/08/2016,Second Class,SC-20380,Shahid Collister,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,1,34.79,9.94,19.88,19.88
5771,CA-2016-103835,2016-09-24,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,1,14.91,34.79,18.6375,18.6375
6970,CA-2017-163937,2017-01-10,13/01/2017,Second Class,JB-16000,Joy Bell-,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,1,14.91,14.91,19.880000000000003,19.880000000000003
1720,CA-2017-169943,2017-05-19,24/05/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,1,24.85,14.91,23.19333333333333,23.19333333333333
1504,CA-2017-100468,2017-11-24,1/12/2017,Standard Class,AT-10435,Alyssa Tate,Home Office,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,1,39.76,24.85,21.3,21.3
1359,CA-2018-160045,2018-04-26,27/04/2018,First Class,LB-16735,Larry Blacks,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,9.94,39.76,20.163999999999998,18.886
618,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,1,1.988,9.94,16.614,17.892
8345,US-2015-155544,2015-03-21,25/03/2015,Standard Class,GM-14440,Gary McGarr,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,1,,,32.952,32.952
1460,CA-2015-155271,2015-05-04,4/5/2015,Same Day,AA-10480,Andrew Allen,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,1,32.952,,30.206,30.206
2967,CA-2015-162866,2015-12-27,31/12/2015,Standard Class,Co-12640,Corey-Lock,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,1,27.46,32.952,31.121333333333336,31.121333333333336
4790,CA-2016-104346,2016-12-11,16/12/2016,Standard Class,IM-15070,Irene Maddox,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,1,32.952,27.46,37.071,37.071
9132,CA-2018-100055,2018-05-28,1/6/2018,Standard Class,MD-17860,Michael Dominguez,Corporate,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,1,54.92,32.952,35.1488,35.1488
5763,CA-2018-158169,2018-08-12,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,1,27.46,54.92,38.443999999999996,38.443999999999996
7134,CA-2018-141439,2018-11-26,1/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,1,54.92,27.46,36.874857142857145,36.874857142857145
8392,CA-2018-110625,2018-12-23,30/12/2018,Standard Class,JB-16045,Julia Barnett,Home Office,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,1,27.46,54.92,36.09028571428571,35.698
9748,US-2015-140914,2015-11-11,15/11/2015,Standard Class,BH-11710,Brosina Hoffman,Consumer,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,10.984,1,,,10.984,10.984
8662,CA-2016-131856,2016-05-12,17/05/2016,Standard Class,JG-15160,James Galang,Consumer,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,21.968,1,10.984,,16.476,16.476
8241,CA-2018-103065,2018-10-20,20/10/2018,Same Day,PT-19090,Pete Takahito,Consumer,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,43.936,1,21.968,10.984,25.629333333333335,25.629333333333335
4319,US-2018-136189,2018-12-07,11/12/2018,Standard Class,DC-13285,Debra Catini,Consumer,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.38,1,43.936,21.968,39.817,39.817
4878,US-2015-155817,2015-10-03,9/10/2015,Standard Class,SL-20155,Sara Luxemburg,Home Office,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6.192,1,,,6.192,6.192
851,CA-2017-152534,2017-06-20,25/06/2017,Second Class,DP-13105,Dave Poirier,Corporate,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,1,6.192,,5.676,5.676
3561,CA-2018-109757,2018-09-04,9/9/2018,Second Class,MD-17350,Maribeth Dona,Consumer,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,8.256,1,5.16,6.192,6.5360000000000005,6.5360000000000005
5441,US-2018-153633,2018-11-13,18/11/2018,Second Class,TC-21295,Toby Carlisle,Consumer,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1,8.256,5.16,5.418,5.418
8684,CA-2018-101665,2018-11-25,1/12/2018,Standard Class,TZ-21580,Tracy Zic,Consumer,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,1,2.064,8.256,5.3664000000000005,5.3664000000000005
7556,CA-2015-114181,2015-05-10,14/05/2015,Second Class,AF-10885,Art Foster,Consumer,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,22.32,1,,,22.32,22.32
6742,CA-2015-144029,2015-05-26,31/05/2015,Standard Class,MM-18055,Michelle Moray,Consumer,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,1,22.32,,17.856,17.856
2734,CA-2015-107594,2015-07-02,6/7/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,13.392,22.32,13.764000000000001,13.764000000000001
1054,CA-2016-110667,2016-04-04,8/4/2016,Standard Class,NF-18595,Nicole Fjeld,Home Office,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,1,5.58,13.392,13.113,13.113
5864,CA-2017-101525,2017-05-01,4/5/2017,Second Class,CM-12235,Chris McAfee,Consumer,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,1,11.16,5.58,12.7224,12.7224
7729,CA-2017-106915,2017-11-26,2/12/2017,Standard Class,GA-14515,George Ashbrook,Consumer,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,17.856,1,11.16,11.16,13.578000000000001,13.578000000000001
5520,CA-2018-117667,2018-12-04,9/12/2018,Standard Class,MS-17980,Michael Stewart,Corporate,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,1,17.856,11.16,13.551428571428572,13.551428571428572
6570,CA-2015-100678,2015-04-18,22/04/2015,Standard Class,KM-16720,Kunst Miller,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,1,,,317.058,317.058
3313,US-2015-133130,2015-09-27,1/10/2015,Standard Class,TH-21100,Thea Hendricks,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,1,317.058,,460.489,460.489
318,CA-2015-164973,2015-11-04,9/11/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,603.92,317.058,352.28666666666663,352.28666666666663
3716,CA-2015-135608,2015-12-08,10/12/2015,Second Class,JK-15625,Jim Karlsson,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,1,135.882,603.92,415.195,415.195
3130,CA-2015-136399,2015-12-16,17/12/2015,First Class,CC-12100,Chad Cunningham,Home Office,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,1,603.92,135.882,380.4696,380.4696
499,CA-2017-126158,2017-07-25,31/07/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,1,241.568,603.92,357.31933333333336,357.31933333333336
6766,CA-2018-100615,2018-04-20,24/04/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,1,241.568,241.568,351.5677142857143,351.5677142857143
1848,CA-2018-128370,2018-09-10,10/9/2018,Same Day,FH-14275,Frank Hawley,Corporate,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,1,317.058,241.568,358.03828571428573,352.91575
3245,CA-2018-113355,2018-12-01,5/12/2018,Standard Class,SJ-20215,Sarah Jordon,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,1,362.352,317.058,317.058,348.9315555555556
3315,CA-2018-169978,2018-12-24,28/12/2018,Standard Class,HG-15025,Hunter Glantz,Consumer,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,1,317.058,362.352,336.4697142857143,341.2148
9396,CA-2015-125997,2015-09-20,23/09/2015,First Class,MW-18220,Mitch Webber,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,801.568,1,,,801.568,801.568
6536,CA-2015-128209,2015-11-17,22/11/2015,Standard Class,GT-14710,Greg Tran,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4007.84,1,801.568,,2404.704,2404.704
5919,US-2016-126977,2016-09-17,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,1,4007.84,801.568,2271.1093333333333,2271.1093333333333
2116,CA-2016-164882,2016-10-31,31/10/2016,Same Day,SG-20080,Sandra Glassco,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,2003.92,4007.84,1809.79025,1809.79025
9650,CA-2017-107104,2017-11-26,30/11/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,1,425.833,2003.92,2129.165,2129.165
9584,CA-2018-116127,2018-06-25,27/06/2018,Second Class,SB-20185,Sarah Brown,Consumer,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,400.784,1,3406.664,425.833,1841.1015,1841.1015
9,CA-2015-115812,2015-06-09,14/06/2015,Standard Class,BH-11710,Brosina Hoffman,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,18.504,1,,,18.504,18.504
3048,CA-2015-137351,2015-09-30,4/10/2015,Standard Class,DB-13615,Doug Bickford,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,1,18.504,,30.840000000000003,30.840000000000003
121,CA-2017-103730,2017-06-12,15/06/2017,First Class,SC-20725,Steven Cartwright,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,1,43.176,18.504,30.840000000000003,30.840000000000003
9549,CA-2017-131744,2017-06-18,20/06/2017,Second Class,SC-20770,Stewart Carmichael,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,4.626,1,30.84,43.176,24.2865,24.2865
3722,CA-2017-151155,2017-12-20,24/12/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,1,4.626,30.84,22.5132,22.5132
774,CA-2018-104220,2018-01-30,5/2/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,15.42,4.626,20.046000000000003,20.046000000000003
8541,CA-2018-147354,2018-03-09,13/03/2018,Standard Class,KB-16315,Karl Braun,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,1,7.71,15.42,21.588,21.588
2958,CA-2018-168900,2018-05-04,9/5/2018,Standard Class,SH-20395,Shahid Hopkins,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313,1,30.84,7.71,19.275000000000002,19.178625
5403,CA-2018-123043,2018-08-24,29/08/2018,Standard Class,AH-10195,Alan Haines,Corporate,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,1,2.313,30.84,16.631571428571426,19.789
1798,US-2018-139465,2018-08-27,30/08/2018,First Class,MR-17545,Mathew Reese,Home Office,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,1,24.672,2.313,17.512714285714285,21.5109
5444,CA-2016-148712,2016-04-17,23/04/2016,Standard Class,JM-15535,Jessica Myrick,Consumer,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,1,,,62.296,62.296
1762,CA-2016-130785,2016-09-05,9/9/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,1,62.296,,45.524,45.524
5824,CA-2018-117632,2018-05-12,18/05/2018,Standard Class,CS-12175,Charles Sheldon,Corporate,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,1,28.752,62.296,36.73866666666667,36.73866666666667
3316,CA-2018-169978,2018-12-24,28/12/2018,Standard Class,HG-15025,Hunter Glantz,Consumer,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,1,19.168,28.752,31.148,31.148
4040,CA-2015-110786,2015-12-29,2/1/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,1,,,767.952,767.952
1365,US-2018-155425,2018-11-10,11/11/2018,First Class,AB-10600,Ann Blume,Corporate,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,1,767.952,,431.973,431.973
4030,CA-2018-124296,2018-12-24,28/12/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,479.97,1,95.994,767.952,447.97200000000004,447.97200000000004
2703,CA-2015-145317,2015-03-18,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,1,,,122.352,122.352
7983,CA-2015-113383,2015-09-10,13/09/2015,First Class,SF-20065,Sandra Flanagan,Consumer,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,1,122.352,,188.626,188.626
1844,CA-2016-135391,2016-02-09,11/2/2016,Second Class,FA-14230,Frank Atkinson,Corporate,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,1,254.9,122.352,139.34533333333334,139.34533333333334
6702,CA-2016-153535,2016-05-20,24/05/2016,Standard Class,SG-20470,Sheri Gordon,Consumer,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",163.136,1,40.784,254.9,145.293,145.293
598,CA-2015-131450,2015-08-08,15/08/2015,Standard Class,LR-16915,Lena Radford,Consumer,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,1,,,327.76,327.76
6291,US-2016-139675,2016-03-13,18/03/2016,Second Class,NF-18595,Nicole Fjeld,Home Office,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,1,327.76,,327.76,327.76
